Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Liechtenstein,LIE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
Lithuania,LTU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.47513723,6.53044701,6.99864721,7.53844357,7.85175848
Luxembourg,LUX,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.13535357,5.25880098,5.44119692,5.76745605,5.35417652
"Macao SAR, China",MAC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..
Madagascar,MDG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.84431553,4.27076626,3.77732444,3.87958431,..
Malawi,MWI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.58438921,6.87366676,5.13698387,5.43400049,..
Malaysia,MYS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.71472311,3.75944281,3.83884454,4.12441826,..
Maldives,MDV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.26917839,7.43627834,7.66067553,11.34723186,..
Mali,MLI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.67425752,3.73249912,3.88156676,4.3081193,..
Malta,MLT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.72770977,8.56596088,9.23917389,10.83521566,..
Marshall Islands,MHL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,14.38502884,15.26284122,14.82552052,13.00799465,..
Mauritania,MRT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.31549454,3.43577695,3.34527016,3.35572982,..
Mauritius,MUS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.80985212,5.86705875,6.200562,6.65996122,..
Mexico,MEX,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.45759058,5.38345814,5.44627905,6.2421484,..
"Micronesia, Fed. Sts.",FSM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.19635487,11.65710258,11.2604599,11.5599966,..
Moldova,MDA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.01328468,6.58753395,6.36946964,6.77933121,..
